Encoding = UTF-8
*GTD.GherkinItems_com

 domain   ; item                    ; context ; keyword                     ; item_data ; exp_type ; expected_term ; expected_stored_items ; preset_keys  ; preset_json ; localization
=======================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
 address  ; address.address         ;  false  ; Get Address                 ;        {} ;   regex  ; ^(.+((\r\n?|\n))?)+$ ; {} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
 address  ; address.address         ;  true   ; Get Address                 ;        {} ;   regex  ; ^(.+((\r\n?|\n))?)+$ ; {"address.address":"#retval"} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
 address  ; address.address_country ;  false  ; Get Address And Country     ;        {} ;   regex  ; ^(.+((\r\n?|\n))?)+$ ; {} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
 address  ; address.address_country ;  true   ; Get Address And Country     ;        {} ;   regex  ; ^(.+((\r\n?|\n))?)+$ ; {"address.address_country":"#retval"} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
 address  ; address.city            ;  false  ; Get City                    ;        {} ;   regex  ; ^(.+((\r\n?|\n))?)+$ ; {} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
 address  ; address.city            ;  true   ; Get City                    ;        {} ;   regex  ; ^(.+((\r\n?|\n))?)+$ ; {"address.city":"#retval"} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
 address  ; address.country         ;  false  ; Get Country                 ;        {} ;   regex  ; ^\S.+$ ; {} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
 address  ; address.country         ;  true   ; Get Country                 ;        {} ;   regex  ; ^\S.+$ ; {"address.country":"#retval"} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
 address  ; address.country_code    ;  false  ; Get Country Code            ;        {} ;   regex  ; ^(A[DEFGLMORTUZ])|(B[ABDEFGHIJNORSTWYZ])|(C[ADFGHILMNORUVYZ])|(D[EJKMOZ])|(E[CEGRST])|(F[IJMR])|(G[ABDEHMNQRTWY])|(H[NRTU])|(I[DELNQRST])|(J[MOP])|(K[EGHIMNPRWZ])|(L[ABCIKRSTUVY])|(M[ACDEGHKLMNRTUVWXYZ])|(N[AEGILOPRZ])|(OM)|(P[AEGHKLTWY])|(QA)|(R[OSUW])|(S[ABCDEGIKLMNORSTVYZ])|(T[DGHJLMNORTVZ])|(U[AGSYZ])|(V[CENU])|(WS)|(YE)|(Z[AMW])$ ; {} ; None ; {} ; (de_AT,en_AU,cs_CZ,da_DK,de_CH,en_US,en_NZ,en_IE,en_GB,en_CA,es_ES,es_AR,es_MX,et_EE,fi_FI,fr_FR,hr_HR,it_IT,lt_LT,nl_NL,no_NO,pl_PL,pt_PT,sv_SE)
